Sample Number (#),Time (ms),Neck right / left lateral bending (+/-),Neck right / left rotation (+/-),Neck flexion / extension (+/-),Back right / left lateral bending (+/-),Back right / left rotation (+/-),Back flexion / extension (+/-),Shoulder (L) abduction / adduction (+/-),Shoulder (L) internal / external rotation (+/-),Shoulder (L) flexion / extension (+/-),Shoulder (R) abduction / adduction (+/-),Shoulder (R) internal / external rotation (+/-),Shoulder (R) flexion / extension (+/-),Elbow (L) supination / pronation (+/-),Elbow (L) flexion / extension (+/-),Elbow (R) supination / pronation (+/-),Elbow (R) flexion / extension (+/-),Wrist (L) flexion / extension (+/-),Wrist (L) ulnar / radial deviation (+/-),Wrist (R) flexion / extension (+/-),Wrist (R) ulnar / radial deviation (+/-),Hip (L) abduction / adduction (+/-),Hip (L) internal / external rotation (+/-),Hip (L) flexion / extension (+/-),Hip (R) abduction / adduction (+/-),Hip (R) internal / external rotation (+/-),Hip (R) flexion / extension (+/-),Knee (L) valgus / varus (+/-),Knee (L) internal / external rotation (+/-),Knee (L) flexion / extension (+/-),Knee (R) valgus / varus (+/-),Knee (R) internal / external rotation (+/-),Knee (R) flexion / extension (+/-),Ankle (L) eversion / inversion (+/-),Ankle (L) abduction / adduction (+/-),Ankle (L) dorsiflexion / plantarflexion (+/-),Ankle (R) eversion / inversion (+/-),Ankle (R) abduction / adduction (+/-),Ankle (R) dorsiflexion / plantarflexion (+/-)
6848,53.4922,-3.81,31.67,-3.84,9.97,57.75,4.03,9.37,29.28,-1.51,12.5,-23.17,25.18,-13.85,10.49,-7.45,-2.91,2.85,-6.1,-0.66,13.93,11.82,40.24,2.65,-14.23,-61.46,26.04,-16.78,-52.58,34.67,30.84,71.75,13.31,36.95,-102.86,-39.16,-12.89,-137.64,-6.3
6849,53.5,-3.86,31.75,-3.73,10.02,57.65,4.19,9.16,29.1,-1.53,12.43,-22.65,25.31,-14.08,10.82,-7.11,-2.83,2.85,-6.08,-0.82,13.98,11.65,40.84,3.05,-14.43,-62.22,25.49,-17.39,-52,35.55,30.19,71.93,13.57,37.78,-101.95,-39.37,-12.37,-138.15,-6.22
6850,53.5078,-3.91,31.82,-3.64,10.02,57.54,4.36,8.96,28.94,-1.55,12.35,-22.01,25.43,-14.29,11.13,-6.7,-2.78,2.83,-6.07,-0.97,14.03,11.57,41.46,3.32,-14.56,-62.97,24.95,-17.9,-51.75,36.28,29.58,72.19,13.8,38.37,-101.46,-39.62,-11.88,-138.61,-6.19
6851,53.5156,-3.96,31.91,-3.59,9.97,57.41,4.53,8.77,28.82,-1.56,12.26,-21.25,25.53,-14.49,11.44,-6.22,-2.76,2.78,-6.06,-1.12,14.1,11.57,42.12,3.51,-14.61,-63.64,24.42,-18.33,-51.71,36.97,29.01,72.46,14,38.8,-101.32,-39.92,-11.43,-139.02,-6.19
6852,53.5234,-4,31.99,-3.56,9.88,57.23,4.67,8.59,28.74,-1.57,12.15,-20.4,25.62,-14.67,11.72,-5.66,-2.78,2.72,-6.06,-1.25,14.18,11.54,42.83,3.67,-14.56,-64.19,23.92,-18.74,-51.88,37.6,28.45,72.74,14.16,39.08,-101.4,-40.23,-11.02,-139.36,-6.22
6853,53.5313,-4.02,32.07,-3.59,9.75,57.01,4.75,8.42,28.69,-1.58,12.02,-19.45,25.69,-14.87,11.99,-5.02,-2.83,2.67,-6.06,-1.37,14.28,11.4,43.61,3.87,-14.46,-64.57,23.48,-19.2,-52.31,38.1,27.92,73.03,14.27,39.23,-101.68,-40.55,-10.65,-139.6,-6.27
6854,53.5391,-4.03,32.16,-3.66,9.58,56.73,4.75,8.26,28.65,-1.62,11.88,-18.43,25.73,-15.1,12.24,-4.3,-2.89,2.63,-6.06,-1.46,14.39,11.19,44.41,4.17,-14.31,-64.79,23.12,-19.73,-52.91,38.52,27.45,73.38,14.32,39.29,-102.09,-40.83,-10.31,-139.69,-6.35
6855,53.5469,-4.03,32.24,-3.8,9.39,56.4,4.66,8.09,28.62,-1.68,11.71,-17.36,25.73,-15.37,12.47,-3.52,-2.98,2.6,-6.06,-1.54,14.52,10.92,45,4.64,-14.12,-64.87,22.86,-20.26,-53.39,38.93,27.07,73.91,14.28,39.28,-102.55,-41.02,-10.01,-139.55,-6.48
6856,53.5547,-4.01,32.33,-3.97,9.19,56.03,4.5,7.94,28.59,-1.75,11.52,-16.28,25.7,-15.69,12.67,-2.69,-3.06,2.59,-6.05,-1.61,14.67,10.65,45.5,5.25,-13.93,-64.87,22.67,-20.78,-53.78,39.34,26.81,74.69,14.13,39.19,-102.96,-41.06,-9.76,-139.11,-6.66
6857,53.5625,-3.99,32.4,-4.18,8.98,55.65,4.29,7.79,28.57,-1.82,11.32,-15.21,25.67,-16.06,12.82,-1.85,-3.14,2.61,-6.04,-1.68,14.83,10.37,45.89,5.99,-13.74,-64.82,22.51,-21.25,-54.03,39.74,26.62,75.68,13.88,39.02,-103.28,-40.97,-9.57,-138.43,-6.86
6858,53.5703,-3.96,32.46,-4.39,8.76,55.24,4.07,7.64,28.55,-1.88,11.1,-14.17,25.64,-16.47,12.94,-1.02,-3.2,2.66,-6.02,-1.76,15.01,10.09,46.16,6.8,-13.55,-64.71,22.37,-21.65,-54.14,40.12,26.44,76.71,13.6,38.78,-103.5,-40.75,-9.4,-137.64,-7.04
6859,53.5781,-3.93,32.52,-4.6,8.53,54.8,3.86,7.49,28.53,-1.94,10.89,-13.19,25.62,-16.93,13.02,-0.21,-3.25,2.72,-5.99,-1.84,15.19,9.8,46.33,7.64,-13.36,-64.53,22.23,-21.9,-53.76,40.46,26.18,77.64,13.37,38.38,-103.16,-40.08,-9.22,-136.91,-7.19
6860,53.5859,-3.91,32.56,-4.78,8.29,54.34,3.64,7.33,28.51,-2.01,10.69,-12.28,25.61,-17.43,13.08,0.57,-3.26,2.82,-5.97,-1.93,15.39,9.52,46.41,8.49,-13.17,-64.27,22.1,-22.07,-53.35,40.75,25.83,78.35,13.25,37.92,-102.8,-39.37,-8.99,-136.36,-7.29
6861,53.5938,-3.89,32.59,-4.93,8.08,53.88,3.44,7.17,28.48,-2.07,10.5,-11.46,25.63,-17.97,13.13,1.3,-3.25,2.94,-5.94,-2.05,15.58,9.24,46.44,9.34,-13.01,-63.98,21.97,-22.17,-52.98,40.93,25.34,78.74,13.28,37.41,-102.46,-38.62,-8.72,-136.1,-7.33
6862,53.6016,-3.89,32.62,-5.03,7.91,53.41,3.24,7.01,28.42,-2.14,10.31,-10.72,25.69,-18.54,13.17,1.98,-3.22,3.09,-5.91,-2.18,15.77,8.96,46.47,10.18,-12.91,-63.72,21.82,-22.25,-52.73,40.98,24.72,78.79,13.46,36.85,-102.15,-37.83,-8.44,-136.21,-7.33
6863,53.6094,-3.91,32.63,-5.08,7.78,52.96,3.04,6.84,28.35,-2.22,10.13,-10.05,25.76,-19.14,13.21,2.62,-3.16,3.25,-5.87,-2.36,15.95,8.72,46.51,11.02,-12.85,-63.54,21.63,-22.28,-52.55,40.92,23.98,78.59,13.72,36.23,-101.84,-37,-8.16,-136.63,-7.29
6864,53.6172,-3.94,32.64,-5.1,7.68,52.53,2.86,6.68,28.24,-2.31,9.96,-9.47,25.87,-19.75,13.27,3.19,-3.08,3.41,-5.83,-2.57,16.12,8.53,46.59,11.84,-12.8,-63.44,21.4,-22.27,-52.46,40.78,23.17,78.25,13.99,35.54,-101.56,-36.14,-7.89,-137.28,-7.24
6865,53.625,-3.97,32.65,-5.09,7.62,52.13,2.68,6.52,28.11,-2.43,9.79,-8.97,25.99,-20.37,13.33,3.7,-2.97,3.56,-5.79,-2.82,16.26,8.38,46.68,12.67,-12.76,-63.44,21.14,-22.21,-52.41,40.55,22.36,77.9,14.22,34.8,-101.32,-35.26,-7.63,-138.02,-7.2
6866,53.6328,-4.01,32.66,-5.05,7.58,51.75,2.5,6.36,27.95,-2.56,9.59,-8.53,26.13,-20.96,13.42,4.15,-2.87,3.68,-5.75,-3.11,16.37,8.3,46.81,13.48,-12.72,-63.51,20.86,-22.12,-52.44,40.24,21.58,77.67,14.38,33.99,-101.15,-34.34,-7.38,-138.69,-7.17
6867,53.6406,-4.05,32.67,-4.99,7.55,51.41,2.34,6.2,27.76,-2.7,9.39,-8.15,26.31,-21.51,13.52,4.54,-2.76,3.78,-5.71,-3.44,16.46,8.26,46.96,14.29,-12.68,-63.63,20.58,-21.99,-52.54,39.85,20.87,77.62,14.46,33.11,-101.05,-33.41,-7.13,-139.21,-7.17
6868,53.6484,-4.09,32.68,-4.91,7.53,51.11,2.19,6.05,27.55,-2.85,9.18,-7.78,26.52,-22.01,13.65,4.88,-2.67,3.84,-5.68,-3.79,16.52,8.24,47.14,15.07,-12.62,-63.77,20.3,-21.82,-52.69,39.37,20.23,77.77,14.47,32.14,-101,-32.48,-6.87,-139.53,-7.19
6869,53.6563,-4.13,32.69,-4.82,7.5,50.85,2.08,5.9,27.33,-2.99,8.96,-7.43,26.76,-22.43,13.79,5.18,-2.6,3.86,-5.65,-4.15,16.57,8.23,47.33,15.82,-12.55,-63.93,20.01,-21.59,-52.88,38.82,19.66,78.09,14.45,31.06,-101,-31.54,-6.6,-139.65,-7.22
6870,53.6641,-4.16,32.7,-4.71,7.44,50.62,1.99,5.76,27.1,-3.14,8.76,-7.05,27.03,-22.77,13.95,5.46,-2.55,3.86,-5.63,-4.51,16.61,8.22,47.52,16.55,-12.46,-64.06,19.7,-21.33,-53.09,38.19,19.14,78.54,14.39,29.86,-101.03,-30.61,-6.32,-139.6,-7.29
6871,53.6719,-4.19,32.72,-4.6,7.36,50.42,1.93,5.62,26.88,-3.27,8.56,-6.69,27.31,-23.04,14.11,5.68,-2.51,3.84,-5.61,-4.86,16.64,8.21,47.71,17.26,-12.34,-64.16,19.39,-21.07,-53.51,37.45,18.66,79.04,14.34,28.6,-101.31,-29.76,-6.02,-139.44,-7.36
6872,53.6797,-4.21,32.74,-4.49,7.28,50.24,1.88,5.48,26.66,-3.39,8.36,-6.35,27.61,-23.24,14.26,5.84,-2.49,3.81,-5.59,-5.18,16.68,8.21,47.89,17.96,-12.21,-64.22,19.07,-20.76,-53.96,36.65,18.18,79.55,14.29,27.23,-101.62,-28.89,-5.7,-139.22,-7.43
6873,53.6875,-4.22,32.76,-4.38,7.18,50.07,1.82,5.33,26.47,-3.51,8.19,-5.98,27.92,-23.41,14.4,6,-2.48,3.78,-5.57,-5.48,16.71,8.22,48.05,18.65,-12.07,-64.24,18.75,-20.4,-54.42,35.78,17.69,80.05,14.25,25.79,-101.96,-27.99,-5.36,-138.96,-7.5
6874,53.6953,-4.23,32.79,-4.29,7.08,49.91,1.77,5.17,26.3,-3.62,8.04,-5.65,28.23,-23.54,14.51,6.11,-2.47,3.75,-5.55,-5.73,16.75,8.24,48.2,19.34,-11.92,-64.25,18.44,-20,-54.89,34.84,17.19,80.54,14.22,24.27,-102.31,-27.06,-5.02,-138.71,-7.57
6875,53.7031,-4.22,32.83,-4.21,6.99,49.76,1.71,5.01,26.17,-3.72,7.91,-5.34,28.53,-23.66,14.59,6.2,-2.45,3.72,-5.53,-5.93,16.8,8.26,48.35,20.02,-11.78,-64.25,18.13,-19.54,-55.36,33.84,16.67,80.96,14.21,22.67,-102.63,-26.09,-4.68,-138.5,-7.63
6876,53.7109,-4.21,32.86,-4.14,6.89,49.62,1.66,4.85,26.06,-3.82,7.79,-5.04,28.82,-23.77,14.63,6.27,-2.4,3.71,-5.5,-6.11,16.86,8.29,48.51,20.68,-11.64,-64.24,17.81,-19,-55.82,32.77,16.11,81.3,14.22,20.98,-102.91,-25.11,-4.32,-138.36,-7.68
6877,53.7188,-4.2,32.9,-4.09,6.8,49.48,1.62,4.7,25.97,-3.91,7.68,-4.79,29.09,-23.88,14.64,6.3,-2.34,3.71,-5.48,-6.25,16.92,8.31,48.67,21.31,-11.51,-64.23,17.48,-18.4,-56.25,31.63,15.51,81.57,14.25,19.23,-103.12,-24.1,-3.97,-138.29,-7.72
6878,53.7266,-4.19,32.94,-4.04,6.72,49.37,1.58,4.55,25.9,-4,7.59,-4.52,29.34,-23.99,14.62,6.36,-2.24,3.73,-5.45,-6.38,16.98,8.3,48.82,21.92,-11.38,-64.24,17.13,-17.75,-56.66,30.4,14.87,81.78,14.3,17.4,-103.28,-23.06,-3.61,-138.28,-7.76
6879,53.7344,-4.18,32.97,-4,6.64,49.26,1.56,4.43,25.85,-4.08,7.5,-4.25,29.58,-24.1,14.58,6.45,-2.11,3.76,-5.41,-6.51,17.03,8.25,48.97,22.53,-11.25,-64.27,16.77,-17.09,-57.07,29.08,14.22,81.97,14.36,15.52,-103.38,-22,-3.25,-138.31,-7.8
6880,53.7422,-4.18,33,-3.96,6.58,49.17,1.54,4.33,25.81,-4.16,7.4,-4.02,29.79,-24.2,14.52,6.52,-1.94,3.8,-5.36,-6.64,17.07,8.2,49.11,23.14,-11.13,-64.31,16.41,-16.41,-57.47,27.71,13.57,82.15,14.41,13.57,-103.45,-20.94,-2.9,-138.33,-7.85
6881,53.75,-4.18,33.02,-3.93,6.54,49.09,1.53,4.23,25.77,-4.22,7.29,-3.83,29.98,-24.3,14.43,6.58,-1.74,3.84,-5.31,-6.78,17.11,8.19,49.24,23.74,-11.02,-64.34,16.05,-15.68,-57.84,26.3,12.92,82.33,14.46,11.56,-103.48,-19.88,-2.56,-138.35,-7.91
6882,53.7578,-4.18,33.03,-3.9,6.52,49.03,1.52,4.15,25.73,-4.29,7.21,-3.62,30.15,-24.39,14.32,6.68,-1.5,3.88,-5.25,-6.93,17.13,8.17,49.39,24.3,-10.93,-64.36,15.68,-14.9,-58.21,24.81,12.28,82.52,14.5,9.47,-103.48,-18.84,-2.23,-138.33,-7.99
6883,53.7656,-4.18,33.03,-3.88,6.51,48.98,1.51,4.09,25.69,-4.36,7.12,-3.43,30.29,-24.47,14.2,6.79,-1.23,3.93,-5.19,-7.08,17.14,8.16,49.56,24.81,-10.84,-64.37,15.31,-14.08,-58.58,23.22,11.64,82.72,14.54,7.32,-103.44,-17.84,-1.9,-138.27,-8.09
6884,53.7734,-4.18,33.03,-3.85,6.5,48.93,1.52,4.05,25.65,-4.43,7.05,-3.26,30.4,-24.51,14.08,6.9,-0.93,3.96,-5.13,-7.25,17.13,8.17,49.74,25.23,-10.75,-64.36,14.92,-13.18,-58.94,21.56,11,82.9,14.61,5.1,-103.36,-16.84,-1.58,-138.19,-8.2
6885,53.7813,-4.18,33.02,-3.82,6.5,48.9,1.55,4.01,25.62,-4.49,6.99,-3.11,30.51,-24.54,13.96,6.99,-0.61,3.99,-5.06,-7.42,17.12,8.2,49.95,25.58,-10.67,-64.32,14.5,-12.22,-59.31,19.85,10.35,83.05,14.69,2.83,-103.26,-15.84,-1.25,-138.09,-8.33
6886,53.7891,-4.18,32.99,-3.78,6.5,48.87,1.62,3.99,25.6,-4.54,6.94,-2.96,30.6,-24.55,13.82,7.09,-0.29,4.01,-5,-7.6,17.1,8.25,50.18,25.84,-10.59,-64.26,14.06,-11.23,-59.69,18.08,9.67,83.16,14.8,0.5,-103.14,-14.81,-0.93,-138,-8.47
6887,53.7969,-4.19,32.97,-3.74,6.51,48.84,1.71,3.96,25.58,-4.58,6.91,-2.82,30.67,-24.54,13.67,7.18,0.04,4.04,-4.94,-7.79,17.08,8.31,50.44,26.04,-10.51,-64.18,13.6,-10.21,-60.11,16.26,8.98,83.24,14.93,-1.91,-103.01,-13.76,-0.61,-137.89,-8.63
6888,53.8047,-4.19,32.93,-3.69,6.51,48.82,1.81,3.94,25.58,-4.62,6.88,-2.73,30.73,-24.51,13.53,7.22,0.38,4.05,-4.88,-7.98,17.04,8.41,50.7,26.21,-10.44,-64.1,13.11,-9.18,-60.53,14.44,8.26,83.28,15.08,-4.41,-102.87,-12.75,-0.28,-137.81,-8.81
6889,53.8125,-4.19,32.9,-3.63,6.5,48.81,1.94,3.92,25.59,-4.66,6.87,-2.64,30.79,-24.47,13.38,7.26,0.7,4.06,-4.82,-8.18,17,8.52,50.93,26.37,-10.36,-64.03,12.6,-8.14,-60.93,12.63,7.53,83.3,15.24,-7,-102.76,-11.78,0.04,-137.73,-9.01
6890,53.8203,-4.19,32.86,-3.58,6.48,48.81,2.07,3.89,25.6,-4.7,6.87,-2.57,30.83,-24.43,13.22,7.27,1.01,4.07,-4.77,-8.37,16.96,8.61,51.07,26.51,-10.28,-63.96,12.08,-7.12,-61.27,10.83,6.78,83.32,15.42,-9.65,-102.54,-10.9,0.37,-137.66,-9.23
6891,53.8281,-4.19,32.82,-3.54,6.45,48.8,2.2,3.86,25.6,-4.75,6.87,-2.51,30.86,-24.38,13.07,7.25,1.3,4.08,-4.72,-8.55,16.91,8.59,51.07,26.66,-10.19,-63.91,11.55,-6.14,-61.5,9.01,6.02,83.32,15.61,-12.39,-102.53,-10.04,0.7,-137.6,-9.47
6892,53.8359,-4.18,32.79,-3.5,6.41,48.78,2.33,3.83,25.61,-4.8,6.89,-2.47,30.87,-24.34,12.91,7.22,1.57,4.07,-4.67,-8.71,16.86,8.4,50.87,26.79,-10.09,-63.85,11.02,-5.23,-61.58,7.12,5.25,83.32,15.78,-15.04,-102.04,-9.3,1.02,-137.56,-9.72
6893,53.8438,-4.17,32.76,-3.48,6.37,48.76,2.45,3.79,25.61,-4.86,6.91,-2.44,30.87,-24.28,12.76,7.18,1.82,4.06,-4.62,-8.86,16.82,8.03,50.47,26.9,-9.99,-63.8,10.49,-4.38,-61.46,5.18,4.45,83.32,15.95,-17.6,-101.68,-8.59,1.35,-137.56,-9.98
6894,53.8516,-4.16,32.73,-3.46,6.33,48.73,2.54,3.75,25.59,-4.93,6.92,-2.43,30.84,-24.23,12.63,7.13,2.06,4.05,-4.58,-8.97,16.77,7.5,49.85,27.02,-9.89,-63.75,9.97,-3.61,-61.08,3.23,3.63,83.31,16.11,-20,-101.38,-7.88,1.67,-137.6,-10.27
6895,53.8594,-4.14,32.71,-3.45,6.3,48.68,2.62,3.7,25.57,-5,6.94,-2.45,30.8,-24.17,12.49,7.06,2.29,4.03,-4.54,-9.06,16.73,6.83,49.05,27.15,-9.79,-63.71,9.44,-2.94,-60.44,1.31,2.79,83.32,16.25,-22.15,-101.07,-7.12,1.99,-137.66,-10.58
6896,53.8672,-4.12,32.69,-3.45,6.27,48.62,2.66,3.66,25.53,-5.08,6.94,-2.5,30.75,-24.11,12.37,6.95,2.49,4,-4.5,-9.11,16.69,6.06,48.12,27.31,-9.69,-63.67,8.92,-2.41,-59.56,-0.54,1.93,83.35,16.37,-23.93,-100.67,-6.31,2.3,-137.74,-10.93
6897,53.875,-4.09,32.67,-3.46,6.26,48.56,2.7,3.62,25.49,-5.16,6.93,-2.58,30.69,-24.04,12.26,6.82,2.67,3.98,-4.47,-9.14,16.66,5.21,47.15,27.52,-9.59,-63.61,8.4,-2.03,-58.51,-2.29,1.06,83.42,16.5,-25.28,-100.15,-5.51,2.6,-137.81,-11.33
6898,53.8828,-4.07,32.65,-3.48,6.24,48.49,2.71,3.59,25.45,-5.27,6.91,-2.69,30.62,-23.97,12.18,6.68,2.82,3.95,-4.44,-9.15,16.63,4.32,46.25,27.75,-9.5,-63.56,7.88,-1.79,-57.47,-3.94,0.19,83.52,16.62,-26.29,-99.49,-4.82,2.89,-137.87,-11.79
6899,53.8906,-4.04,32.63,-3.51,6.23,48.42,2.71,3.55,25.39,-5.37,6.88,-2.81,30.54,-23.91,12.1,6.52,2.94,3.93,-4.41,-9.13,16.6,3.46,45.55,27.97,-9.4,-63.49,7.37,-1.7,-56.66,-5.45,-0.67,83.65,16.76,-27.11,-98.75,-4.27,3.18,-137.93,-12.31
6900,53.8984,-4.02,32.61,-3.54,6.23,48.33,2.7,3.52,25.34,-5.48,6.83,-2.95,30.46,-23.87,12.02,6.35,3.02,3.91,-4.38,-9.12,16.57,2.74,45.1,28.16,-9.3,-63.41,6.86,-1.67,-56.1,-6.73,-1.53,83.8,16.9,-27.79,-97.82,-3.93,3.46,-137.98,-12.9
6901,53.9063,-3.99,32.58,-3.58,6.23,48.25,2.68,3.5,25.28,-5.59,6.77,-3.1,30.38,-23.83,11.96,6.18,3.06,3.89,-4.35,-9.09,16.53,2.27,44.88,28.34,-9.22,-63.32,6.36,-1.67,-55.88,-7.65,-2.39,83.96,17.07,-28.33,-96.83,-3.82,3.74,-138.05,-13.56
6902,53.9141,-3.96,32.55,-3.63,6.25,48.16,2.63,3.49,25.22,-5.7,6.73,-3.27,30.3,-23.82,11.89,6.01,3.06,3.88,-4.33,-9.07,16.49,2.08,44.83,28.59,-9.15,-63.22,5.88,-1.7,-56.03,-8.12,-3.24,84.14,17.25,-28.71,-95.93,-3.88,4,-138.12,-14.3
6903,53.9219,-3.94,32.52,-3.67,6.29,48.08,2.57,3.49,25.17,-5.82,6.7,-3.44,30.21,-23.84,11.83,5.84,3.02,3.88,-4.3,-9.03,16.44,2.15,44.86,28.95,-9.09,-63.13,5.42,-1.85,-56.47,-8.12,-4.1,84.33,17.43,-28.95,-95.52,-3.95,4.26,-138.21,-15.1
6904,53.9297,-3.92,32.49,-3.71,6.31,48.01,2.51,3.49,25.12,-5.94,6.68,-3.64,30.11,-23.9,11.76,5.67,2.95,3.88,-4.27,-8.99,16.4,2.37,44.94,29.46,-9.01,-63.07,4.95,-2.18,-57.1,-7.68,-4.97,84.52,17.62,-28.84,-95.02,-4.3,4.52,-138.33,-15.93
6905,53.9375,-3.89,32.46,-3.75,6.31,47.97,2.47,3.5,25.08,-6.05,6.69,-3.86,29.99,-24,11.68,5.49,2.87,3.9,-4.25,-8.93,16.35,2.67,45,30.1,-8.89,-63.03,4.48,-2.7,-57.81,-6.86,-5.85,84.7,17.83,-28.51,-94.74,-4.74,4.78,-138.47,-16.8
6906,53.9453,-3.87,32.43,-3.77,6.27,47.97,2.47,3.52,25.04,-6.17,6.73,-4.1,29.86,-24.14,11.6,5.32,2.77,3.93,-4.21,-8.87,16.31,3.01,45.04,30.79,-8.72,-63.03,4,-3.37,-58.51,-5.75,-6.74,84.88,18.05,-28.03,-94.64,-5.25,5.04,-138.64,-17.71
6907,53.9531,-3.85,32.39,-3.79,6.18,48,2.51,3.53,25.01,-6.28,6.81,-4.37,29.71,-24.31,11.52,5.12,2.67,3.97,-4.18,-8.8,16.26,3.31,45.09,31.43,-8.48,-63.07,3.52,-4.1,-59.1,-4.48,-7.64,85.07,18.27,-27.39,-94.67,-5.79,5.31,-138.82,-18.68
6908,53.9609,-3.82,32.35,-3.8,6.06,48.06,2.59,3.54,24.98,-6.38,6.95,-4.68,29.56,-24.48,11.45,4.89,2.55,4.02,-4.14,-8.72,16.22,3.47,45.18,31.93,-8.17,-63.14,3.03,-4.86,-59.53,-3.22,-8.51,85.3,18.52,-26.51,-94.85,-6.34,5.6,-138.98,-19.71
6909,53.9688,-3.79,32.3,-3.82,5.92,48.17,2.68,3.55,24.94,-6.48,7.13,-5.04,29.38,-24.64,11.38,4.62,2.44,4.07,-4.09,-8.63,16.18,3.53,45.32,32.26,-7.82,-63.28,2.55,-5.54,-59.74,-2.05,-9.37,85.58,18.78,-24.96,-95.32,-6.86,5.9,-139.12,-20.84
6910,53.9766,-3.76,32.26,-3.84,5.83,48.34,2.72,3.55,24.9,-6.57,7.32,-5.46,29.2,-24.81,11.32,4.29,2.32,4.13,-4.04,-8.55,16.14,3.68,45.6,32.38,-7.52,-63.49,2.14,-5.85,-59.49,-1.07,-10.21,85.88,19.07,-22.95,-95.6,-8.75,6.2,-139.27,-22.06
6911,53.9844,-3.76,32.24,-3.85,5.56,48.44,2.88,3.55,24.85,-6.62,7.49,-5.98,29.07,-24.96,11.27,3.89,2.19,4.17,-3.99,-8.47,16.08,3.72,46.17,32.12,-7.08,-63.6,1.74,-5.84,-58.25,-0.42,-11.1,86.08,19.42,-22.68,-94.96,-11.84,6.52,-139.52,-23.39
6912,53.9922,-3.76,32.23,-3.9,5.15,48.39,3.05,3.51,24.81,-6.69,7.65,-6.54,28.95,-25.07,11.23,3.47,2,4.17,-3.95,-8.44,15.99,3.38,47.12,31.39,-6.54,-63.56,1.37,-5.88,-56.98,-0.21,-12,86.31,19.82,-23.81,-93.7,-13.89,6.86,-139.81,-24.83
6913,54,-3.65,32.19,-4.05,5.03,48.35,2.73,3.4,24.76,-6.88,7.83,-7.02,28.77,-25.12,11.19,3.1,1.7,4.1,-3.92,-8.47,15.86,3.41,48.35,30.62,-6.32,-63.56,1.3,-5.72,-56.06,-0.35,-12.85,86.74,20.22,-23.81,-92.08,-14.99,7.2,-139.99,-26.43
6914,54.0078,-3.55,32.15,-4.2,5.13,48.4,2.07,3.34,24.69,-7.05,7.97,-7.39,28.62,-25.14,11.15,2.83,1.31,3.95,-3.91,-8.54,15.69,4.24,49.57,30.2,-6.33,-63.74,1.52,-5.19,-55.29,0.32,-13.7,87.18,20.55,-22.36,-90.24,-16.07,7.57,-140.17,-28.23
6915,54.0156,-3.52,32.13,-4.31,5.1,48.51,1.57,3.35,24.64,-7.11,8.05,-7.77,28.56,-25.14,11.08,2.56,0.89,3.74,-3.93,-8.63,15.5,5.23,50.8,30.11,-6.15,-64.09,1.76,-4.94,-54.8,1.68,-14.55,87.63,20.87,-20.72,-87.96,-16.46,7.98,-140.4,-30.23
6916,54.0234,-3.51,32.12,-4.39,4.84,48.67,1.3,3.4,24.62,-7.08,8.15,-8.27,28.52,-25.12,10.98,2.19,0.48,3.56,-3.96,-8.67,15.32,5.84,52.24,30.29,-5.69,-64.62,1.93,-5.14,-54.52,3.27,-15.4,88.1,21.22,-18.82,-85.28,-16.11,8.42,-140.67,-32.45
6917,54.0313,-3.44,32.13,-4.48,4.55,48.81,1.07,3.43,24.67,-7.05,8.29,-8.93,28.38,-25.09,10.85,1.69,0.13,3.47,-3.98,-8.66,15.15,6.35,53.87,30.63,-5.17,-65.25,2.09,-5.71,-55.07,4.8,-16.28,88.58,21.59,-17.01,-83.51,-15.54,8.95,-141.02,-34.92
6918,54.0391,-3.34,32.15,-4.59,4.28,48.91,0.93,3.42,24.79,-7.03,8.48,-9.76,28.13,-25.05,10.7,1.05,-0.14,3.46,-3.97,-8.57,15.03,7.07,55.58,30.92,-4.58,-65.98,2.21,-6.28,-55.99,6.35,-17.15,89.04,21.91,-15.48,-82.52,-15,9.55,-141.45,-37.64
6919,54.0469,-3.23,32.17,-4.72,3.95,49.01,1,3.37,24.96,-7,8.64,-10.73,27.83,-25,10.52,0.26,-0.32,3.52,-3.93,-8.4,14.96,7.73,57.08,30.96,-3.8,-66.86,2.25,-6.57,-56.95,7.85,-18.03,89.47,22.16,-14,-82.03,-14.52,10.22,-141.97,-40.61
6920,54.0547,-3.13,32.19,-4.85,3.5,49.1,1.27,3.3,25.16,-6.94,8.73,-11.81,27.45,-24.96,10.32,-0.62,-0.43,3.63,-3.87,-8.12,14.93,7.72,58.16,30.64,-2.79,-67.87,2.25,-6.69,-57.54,8.78,-18.92,89.8,22.3,-12.67,-81.59,-14.16,10.97,-142.61,-43.81
6921,54.0625,-3.02,32.2,-4.99,3.01,49.2,1.67,3.22,25.34,-6.85,8.8,-12.92,27.04,-24.95,10.09,-1.55,-0.46,3.81,-3.79,-7.74,14.94,6.73,58.9,30.04,-1.66,-68.96,2.28,-7.02,-57.55,9.01,-19.83,89.98,22.31,-11.44,-80.88,-13.69,11.76,-143.44,-47.23
6922,54.0703,-2.92,32.18,-5.11,2.66,49.27,2.06,3.12,25.47,-6.73,8.86,-14.05,26.59,-24.95,9.88,-2.51,-0.42,4.03,-3.7,-7.26,14.98,5.27,59.39,29.35,-0.68,-70.01,2.42,-7.54,-57.33,8.84,-20.76,89.94,22.24,-10.26,-80.14,-13.1,12.55,-144.42,-50.81
